A.19078,A.19312,A.19332,B.15012,B.15076,B.15096,C.11064,C.11070,C.11425,D.07042,D.07418,D.07428,E.03072,E.03094,E.03098,F.98314,F.98372,F.98398
0.013603656,0.014115447,0.012697822,0.01481724,0.019140005,0.01481724,0.031993058,0.020261114,0.027614363,0.016946764,0.01769805,0.0169646,0,0.0175067,0.023621405,0.053715792,0.053715792,0.023754364
0.035022069,0.033344651,0.054129556,0.053369394,0.033436544,0.053369394,0.034418721,0.050221696,0.04953298,0.040930565,0.039147534,0.0437338,0.034813441,0.043721488,0.043800855,0.053878861,0.053878861,0.068072847
0.013186972,0.009149696,0.009041057,0.014499172,0.014580171,0.014499172,0.021204141,0.020895377,0.015834613,0.013624339,0.018166348,0.008423072,0.020898434,0.013375147,0.020220507,0.025187198,0.025187198,0.011326531
0.045355736,0.048727535,0.041271904,0.044752459,0.050934964,0.044752459,0.050232806,0.04856126,0.057217599,0.056290465,0.051978289,0.050635683,0.046034364,0.0563048,0.054971812,0.042694649,0.042694649,0.059631176
0.002228043,0.004760874,0.005947073,0.006459861,0.005295977,0.006459861,0.006643601,0.005457919,0.004292825,0.007651957,0.005653802,0.005208478,0,0.005251602,0.01218808,0.008477358,0.008477358,0.009439121
0.006353502,0.007878933,0.004046852,0.004001064,0.007486252,0.004001064,0.009008157,0.00368265,0.008033831,0.00821119,0.008879639,0.005287768,0.009007009,0.00364173,0.007955894,0.009248488,0.009248488,0.009778538
0.007847572,0.009609019,0.006181092,0.008709033,0.009930713,0.008709033,0.014858602,0.009809798,0.012767482,0.013001799,0.01330458,0.012576497,0,0.011128102,0.012730257,0.015468972,0.015468972,0.015129297
0.002573632,0.004543005,0.003532714,0.006984384,0.005041124,0.006984384,0.018159204,0.006306199,0.009136211,0.008365384,0.006671616,0.007028803,0,0.00918102,0.012937975,0.044443515,0.044443515,0.012246911
0.050436525,0.057968424,0.038221155,0.052123494,0.05954316,0.052123494,0.051429914,0.050449966,0.061853855,0.051322435,0.056081815,0.051499237,0.056456713,0.047477332,0.043065946,0.065818283,0.065818283,0.060351967
0.008122468,0.009860568,0.010212645,0.009849846,0.009994683,0.009849846,0.019431386,0.017260616,0.015256615,0.024418156,0.015186809,0.020962094,0,0.015401794,0.020251316,0.013730816,0.013730816,0.039997024
0.007206091,0.012784496,0.008101757,0.010060407,0.008857887,0.010060407,0.008826945,0.010627879,0.010497046,0.010551851,0.008776296,0.007813812,0.011053364,0.007958864,0.010721665,0.011516026,0.011516026,0.013046306
0.003137025,0.002268141,0.005718391,0.003624524,0.004411273,0.003624524,0.007301028,0.004466818,0.007496535,0.005253083,0.007029522,0.00797506,0.011073657,0.007696131,0.013722779,0.025130665,0.025130665,0.011199499
0.006071823,0.007070103,0.007348855,0.007683728,0.007642446,0.007683728,0.01539174,0.014638577,0.009101752,0.013883948,0.013532913,0.00937828,0,0.006405694,0.022847962,0.027465629,0.027465629,0.031861557
0.002378619,0.003567232,0.002149756,0.003469803,0.004080592,0.003469803,0.011561181,0.006288756,0.002751588,0.007895526,0.010952381,0.004013034,0.014036262,0.00711549,0.012028247,0.02236284,0.02236284,0.006444444
0.024759711,0.038831386,0.027708229,0.041549423,0.046862636,0.041549423,0.081496431,0.04491944,0.0514184,0.064554547,0.077262727,0.050301051,0.082932553,0.04607737,0.084218818,0.125681099,0.125681099,0.054883702
0.015343999,0.019441457,0.029956404,0.023726717,0.023713072,0.023726717,0.062403503,0.019634455,0.030640854,0.042416549,0.037749318,0.039213243,0.055252165,0.026126833,0.064901478,0.100927268,0.100927268,0.054607477
0.004069264,0.007397959,0.005359057,0.012837838,0.008260984,0.012837838,0.003289474,0.006756757,0.024144487,0,0.021331169,0.017285197,0,0.007060185,0.008181818,0.069543092,0.069543092,0.039433551
0.002409334,0.003652291,0.002850294,0.003460383,0.006026981,0.003460383,0.010058805,0.001668268,0.003991445,0.00580948,0.016946248,0.002879184,0,0.015130935,0.013812009,0.019076823,0.019076823,0.02420151
0.007236904,0.008896511,0.00917611,0.008241702,0.009268815,0.008241702,0.012845768,0.006038288,0.008460426,0.00951835,0.00748876,0.00869347,0.00871155,0.007944294,0.007728253,0.012031171,0.012031171,0.013449037
0.016738434,0.01870754,0.017258247,0.021892588,0.023253292,0.021892588,0.022437994,0.017645182,0.02016012,0.022798318,0.022398657,0.016739861,0.024730278,0.021764727,0.013867126,0.017838991,0.017838991,0.029178948
0.033498311,0.034757062,0.032393325,0.032253533,0.029746948,0.032253533,0.028215139,0.02937335,0.039339098,0.035935705,0.031439329,0.03428316,0.036438628,0.034330866,0.033793854,0.037309814,0.037309814,0.039194624
0.000655171,0.000213675,0.002213584,0.00148015,0.004714716,0.00148015,0.021415919,0.001951164,0.003927257,0.006495551,0.012586665,0.010147343,0.005456142,0.006902985,0.013244838,0.01992788,0.01992788,0.011592109
0.000767644,0.00171067,0.002002325,0.002627882,0.00254252,0.002627882,0.00136612,0.000708617,0.003568647,0,0.000271003,0.004145013,0.000735487,0.002777778,0.005245709,0.007619157,0.007619157,0.014513052
0.00378689,0.003224206,0.003975992,0.002819865,0.003246753,0.002819865,0.02151561,0.005514447,0.016093953,0.004792554,0.019138175,0.031094529,0,0.004333333,0.03316917,0.071141582,0.071141582,0.038427871
0.032280829,0.033402782,0.032854371,0.037461333,0.031902948,0.037461333,0.038167927,0.030403841,0.029516814,0.030672179,0.036420948,0.040077239,0.037806413,0.030024655,0.038223172,0.035192997,0.035192997,0.035416394
0.006284725,0.006411632,0.007226411,0.017475764,0.011002601,0.017475764,0.02170735,0.009141726,0.017456109,0.012345467,0.029270876,0.009012145,0,0.016482785,0.030569211,0.071056095,0.071056095,0.055237404
0.007808725,0.005825764,0.006646372,0.006184486,0.008430447,0.006184486,0.011504278,0.004922472,0.010859729,0.007100621,0.009323707,0.010840083,0.012440011,0.006239909,0.011947168,0.013382363,0.013382363,0.012345889
0.004393025,0.011445631,0.003372458,0.00378669,0.009355691,0.00378669,0.015535517,0.009117874,0.00870068,0.013718624,0.018047126,0.004270531,0.005976683,0.007205,0.015126699,0.033316913,0.033316913,0.005351696
0.002675107,0.00407729,0.002956874,0.00139249,0.006890087,0.00139249,0.009166621,0.004734525,0.004080065,0.004840799,0.012699746,0.007198008,0.003054795,0.004202906,0.007968447,0.011948541,0.011948541,0.006227126
0.002814879,0.002839755,0.001656713,0.006917608,0.001053668,0.006917608,0.003806584,0.007591146,0.004378263,0.007786576,0.005678749,0.010512301,0.016722873,0.00608097,0.011958693,0.022052922,0.022052922,0.019681446
0.001369768,0.002411602,0.002285876,0.001609606,0.002114991,0.001609606,0,0.001428758,0.003094321,0.003405435,0.004198142,0.004502899,0,0.001488095,0.006183861,0.003840366,0.003840366,0.009272221
0.001581074,0.001072125,0.002435312,0.000830565,0.003513523,0.000830565,0.005946565,0.006505848,0.002512928,0.001944928,0.002021329,0.003475066,0.00950859,0.001284247,0.003258454,0.020186683,0.020186683,0.003294856
0.007489476,0.013961108,0.012599539,0.016048871,0.013521662,0.016048871,0.025094582,0.014031061,0.016733709,0.021941703,0.020108531,0.02056821,0,0.01981722,0.023049324,0.038066132,0.038066132,0.019323951
0.001650165,0.001843658,0.001597009,0.000736377,0.000448029,0.000736377,0.007483276,0.001584101,0.00255102,0.018721282,0.016376409,0.015258251,0,0.016504559,0.002571429,0.026726143,0.026726143,0.011269663
0.004200323,0.002060061,0.006875951,0.003484425,0.006849344,0.003484425,0.01342449,0.00521707,0.008244757,0.010758754,0.006333217,0.00498538,0,0.007802681,0.00725283,0.048708285,0.048708285,0.006958587
0.031771812,0.02679236,0.0239488,0.027976405,0.035494966,0.027976405,0.036716032,0.029794092,0.029289631,0.028413354,0.032358636,0.031257715,0.02933205,0.026546584,0.030385607,0.033296189,0.033296189,0.037463312
0.009116072,0.014319715,0.011160836,0.009881533,0.013536116,0.009881533,0.010052221,0.010499205,0.014405236,0.010305568,0.01457215,0.014121297,0,0.01511856,0.013834587,0.019944993,0.019944993,0.020056586
0.009168977,0.011721608,0.007091497,0.011561688,0.020324265,0.011561688,0.016408633,0.010489102,0.014924264,0.015732146,0.01859905,0.017951341,0.021555553,0.006929409,0.018913055,0.028350371,0.028350371,0.021566352
0.032233053,0.031642278,0.036926286,0.033757987,0.041464879,0.033757987,0.028912663,0.031824061,0.034310097,0.037206481,0.036150722,0.036017629,0.027640908,0.025715977,0.030409648,0.032939745,0.032939745,0.046376594
0.028478298,0.027359419,0.026451796,0.027160787,0.026347482,0.027160787,0.026754585,0.026585539,0.027546351,0.025956053,0.033979151,0.027193931,0.02641671,0.026071549,0.030845835,0.03128722,0.03128722,0.028112236
0.002179473,0.003993429,0.001580251,0.002618697,0.001363305,0.002618697,0.002592867,0.002934192,0.002260512,0.002779813,0.003150551,0.002727343,0.003404372,0.002527211,0.001654262,0.000918953,0.000918953,0.00579242
0.002035234,0.005032015,0.005704769,0.005009221,0.003076712,0.005009221,0.01063649,0.003245123,0.004149431,0.00620691,0.005412024,0.005109992,0,0.005397863,0.005264841,0.013758418,0.013758418,0.006877691
0.049035622,0.049315884,0.039086158,0.048634826,0.054590785,0.048634826,0.040194236,0.051368027,0.058777953,0.061010086,0.05502664,0.039923175,0.060041974,0.055287929,0.03733492,0.055346294,0.055346294,0.061954963
0.001412853,0.00297535,0.003124534,0.003579616,0.003172088,0.003579616,0.003901531,0.003803464,0.002788429,0.002156705,0.008452998,0.002789903,0,0.002943744,0.003409833,0.006336059,0.006336059,0.005067448
0.005446368,0.003916649,0.005717727,0.004872575,0.007321147,0.004872575,0.005469572,0.005969684,0.00702254,0.005056831,0.005334758,0.000906746,0,0.003146242,0.013522239,0.018439063,0.018439063,0.009401709
0.021210466,0.01999653,0.01631252,0.01907805,0.026171705,0.01907805,0.036019215,0.020900555,0.02717301,0.028257315,0.019773938,0.021328427,0,0.021516044,0.034359537,0.042730192,0.042730192,0.043631436
0.036219204,0.032370199,0.028040887,0.033230516,0.036914613,0.033230516,0.0366531,0.038138621,0.040207842,0.050879932,0.038506806,0.034387899,0,0.037541441,0.066067459,0.068304157,0.068304157,0.042270275
0.007152602,0.006872369,0.005832683,0.015314739,0.007777763,0.015314739,0.009972097,0.006618593,0.010608496,0.006117034,0.008905594,0.005445457,0.008132058,0.009762198,0.010537495,0.043115172,0.043115172,0.012500289
0.015674806,0.012985167,0.013082195,0.014247859,0.017330516,0.014247859,0.013699199,0.016820583,0.018820451,0.015033532,0.011156276,0.016741698,0.01744683,0.013953007,0.015467963,0.019289867,0.019289867,0.012311451
0.000356755,0.001292626,0.000913445,0.001615859,0.000843776,0.001615859,0.000271076,0.001387275,0.001269899,0.001991646,0.001188528,0.001152319,0,0.000305623,0.002079871,0.002250474,0.002250474,0.002248677
0.005021174,0.006073234,0.00580923,0.00687453,0.010731786,0.00687453,0.005207843,0.006418636,0.007980814,0.00530261,0.007546523,0.006109676,0.01018011,0.008242098,0.010270603,0.022279102,0.022279102,0.017955385
0.002417952,0.005535004,0.006766061,0.002925428,0.004518651,0.002925428,0.007796965,0.006372664,0.004123602,0.01428514,0.009847701,0.004355104,0.009567975,0.007531599,0.015922499,0.020543901,0.020543901,0.014423523
0.021813248,0.015153757,0.013732202,0.022905055,0.021025338,0.022905055,0.023402151,0.019673564,0.01951716,0.012098603,0.025941756,0.009845472,0,0.023332263,0.021895048,0.049574488,0.049574488,0.018053864
0.038746198,0.030344401,0.03673275,0.038373071,0.033868919,0.038373071,0.038234273,0.024589363,0.04004243,0.040741946,0.042127135,0.031366005,0.037478428,0.042824909,0.027701134,0.041554506,0.041554506,0.046322637
0.000310745,0.000592154,0.002191558,0.001017912,0.001179245,0.001017912,0.001414609,0.001859481,0.001279762,0.002274737,0,0.000199681,0.002331856,0.000397772,0.001324122,0.0009839,0.0009839,0.001176471
0.0003432,0.001276725,0.000574512,0.000915751,0.000705395,0.000915751,0.001487606,0.001079798,0.000540438,0.000875263,0.001178965,0.000884786,0.001767634,0.001044544,0.001295912,0.001124339,0.001124339,0.002811129
0.000866472,0.001108431,0.001013552,0.000914288,0.001432912,0.000914288,0.001800118,0.002035884,0.00045402,0.001153578,0.000654762,0.00066404,0.001724631,0.000976388,0.001265038,0.0011754,0.0011754,0.003248207
0.009911375,0.008867126,0.008543409,0.018169367,0.017269178,0.018169367,0.036914843,0.014835433,0.028599028,0.017689861,0.030815249,0.017210941,0.016199519,0.0154949,0.019146806,0.033723755,0.033723755,0.02878974
0.003281213,0.003764915,0.003604315,0.004654835,0.006894881,0.004654835,0.00410509,0.004249548,0.009463987,0.010125969,0.010484749,0.001811831,0,0.00386681,0.01301925,0.010624361,0.010624361,0.005756102
0.004771975,0.007295482,0.00550152,0.003950789,0.004535562,0.003950789,0.013330752,0.008318978,0.017930528,0.01227515,0.010631815,0.003567623,0.013293643,0.00957656,0.009573652,0.019353635,0.019353635,0.013083992
0.004116286,0.001828599,0.005940617,0.004901261,0.007901044,0.004901261,0.015630723,0.004679528,0.004602536,0.021935216,0.00804649,0.008555621,0,0.007811599,0.023500258,0.061234036,0.061234036,0.019836946
0.000817488,0.002855297,0.001307922,0.001108374,0.005022009,0.001108374,0.007623416,0.006306306,0.008272397,0.008672112,0.003395654,0.002698066,0,0.00364338,0.00280373,0.013255269,0.013255269,0.004133943
0.006990046,0.005969227,0.006004949,0.006804761,0.012042266,0.006804761,0.010628642,0.010021728,0.014597759,0.012432518,0.011720012,0.007194457,0.014113834,0.007803502,0.015296065,0.0399951,0.0399951,0.023234983
0.003955834,0.004355145,0.004198514,0.00358629,0.006749485,0.00358629,0.005560302,0.010186764,0.007008945,0.003519062,0.008114108,0.005345866,0,0.005245407,0.009100011,0.017539787,0.017539787,0.010057001
0.007906904,0.009494707,0.004266524,0.01545812,0.022000101,0.01545812,0.009148259,0.0151382,0.017249968,0.015108134,0.012735923,0.011228216,0.011929013,0.011447649,0.019505599,0.014075476,0.014075476,0.029227598
0.001971363,0.002269562,0.003791106,0.003158128,0.004029637,0.003158128,0.004612347,0.003991869,0.006920791,0.002969045,0.0026458,0.003366666,0.003389572,0.003252225,0.005549239,0.005754021,0.005754021,0.006437971
0.014238685,0.023856048,0.014027686,0.036815909,0.02354186,0.036815909,0.017823514,0.033228268,0.020543217,0.019496855,0.022476359,0.034468079,0,0.029536125,0.025233186,0.041192125,0.041192125,0.042034943
0.028153414,0.02825933,0.022034192,0.031828068,0.030026127,0.031828068,0.029197445,0.036877789,0.023896839,0.028994178,0.026985214,0.026542466,0.033342415,0.027702712,0.026960673,0.02963987,0.02963987,0.037456828
0.002588448,0.001822655,0.001615299,0.00208947,0.001894165,0.00208947,0.001068376,0.002870758,0.004321406,0.000881428,0.002069578,0.001272361,0,0.002272925,0.001736931,0.007264673,0.007264673,0.001028807
0.008785599,0.006310694,0.009386679,0.014667297,0.010101493,0.014667297,0.012221297,0.007708703,0.014371264,0.0127409,0.011604296,0.012222181,0.018398167,0.008437566,0.014431207,0.020450891,0.020450891,0.017400139
0.00696993,0.004865742,0.005553387,0.009038954,0.003679431,0.009038954,0.009625779,0.007248331,0.004317402,0.004863946,0.008059332,0.008045963,0.006770118,0.003543242,0.006770628,0.01260755,0.01260755,0.012601011
0.002340597,0,0,0.00159632,0.002299682,0.00159632,0.002130682,0.001672336,0.004408857,0.003181387,0.006472492,0.001777778,0.004384871,0.007255747,0.001633987,0.018530502,0.018530502,0.021186921
0.007407015,0.011372781,0.00997374,0.009101437,0.010282542,0.009101437,0.024295849,0.013909023,0.016617028,0.022046285,0.018130084,0.010192717,0,0.017428938,0.037673468,0.046813294,0.046813294,0.020019612
0.00264641,0.003773593,0.002626434,0.003698322,0.005663278,0.003698322,0.005163931,0.004451997,0.006673057,0.005552631,0.006643155,0.003345628,0.005302855,0.001498036,0.005205765,0.005771877,0.005771877,0.007106601
0.03534717,0.034293643,0.035899136,0.033708173,0.035079759,0.033708173,0.037530625,0.038129006,0.039207087,0.033441334,0.037178252,0.033161147,0.034769243,0.035342272,0.034422247,0.036063348,0.036063348,0.050640804
0.008999769,0.007046344,0.00763529,0.010746892,0.015200533,0.010746892,0.011163,0.015424146,0.013106712,0.021400687,0.016649373,0.010356757,0.016224352,0.010870041,0.015581153,0.028279539,0.028279539,0.024268122
0.006247397,0.006072984,0.005313531,0.008351487,0.006644941,0.008351487,0.005006418,0.005339746,0.006999774,0.008178962,0.008354375,0.003971056,0.007384676,0.004507838,0.005991734,0.008201996,0.008201996,0.007739186
0.003075552,0.005965089,0.013960529,0.011,0.013779627,0.011,0.019219501,0.006372537,0.01383961,0.013092081,0.018202366,0.0118374,0.025262211,0.017314469,0.021717851,0.037500856,0.037500856,0.019151235
0.007565573,0.009740771,0.016730519,0.009698525,0.020790398,0.009698525,0.02239447,0.013723506,0.020752788,0.030740555,0.022098168,0.014117495,0.030758871,0.017562333,0.024496157,0.047770669,0.047770669,0.0472285
0.004378853,0.004307205,0.004878297,0.004608012,0.010153807,0.004608012,0.009626066,0.005947919,0.007505687,0.007880377,0.009052782,0.005107471,0.006475517,0.001351812,0.012613958,0.024338463,0.024338463,0.005075572
0.00127206,0.000197161,0.000835427,0.001359318,0.000467783,0.001359318,0.000525526,0.00129891,0.001482759,0.001521164,0.000457247,0.001634532,0.000674497,0.001135121,0.001774906,0.001153618,0.001153618,0.001619521
0.00060518,0.001602508,0.000929218,0.002090032,0.001145753,0.002090032,0,0.002241753,0.000835422,0.000197316,0.001054591,0.002291341,0.001878238,0.002125148,0.001579194,0.002758929,0.002758929,0.002810206
0.003396396,0.00315072,0.003847524,0.004004888,0.005222353,0.004004888,0.007774949,0.005764087,0.007206972,0.009043187,0.006277144,0.00377964,0.006395034,0.005473132,0.006397691,0.008554647,0.008554647,0.007239804
0.031507322,0.020757844,0.022830391,0.022776413,0.026477821,0.022776413,0.026388993,0.031364016,0.040132838,0.029163167,0.043410218,0.029964707,0.029809359,0.035505281,0.020998377,0.039211293,0.039211293,0.045390413
0.00359375,0.001948729,0.003128461,0.003646548,0.019749866,0.003646548,0.013225412,0.006527094,0.013788889,0.021289753,0.013808953,0.018288262,0,0.018420476,0.020614955,0.071879142,0.071879142,0.017130858
0.004706731,0.004507605,0.004022702,0.004287316,0.005432031,0.004287316,0.00565345,0.005395035,0.00431821,0.007037204,0.00569199,0.00454403,0.00496855,0.006063101,0.003132458,0.006632485,0.006632485,0.006399871
0.000657756,0.001197398,0.002331349,0.003022668,0.004211563,0.003022668,0.003512706,0.000675058,0.004193998,0.003238547,0.009752552,0.001296919,0,0.001242236,0.008705863,0.005717166,0.005717166,0.008867435
0.012040441,0.009628429,0.01032461,0.008958219,0.012108473,0.008958219,0.032075472,0.025064599,0.0075,0.021179758,0.006858092,0.006104411,0.020112243,0.00633521,0.014425874,0.021737904,0.021737904,0.028504224
0.024014536,0.021488746,0.032373006,0.030934065,0.024548679,0.030934065,0.025588906,0.022947716,0.037397713,0.023326197,0.023366622,0.024466523,0.037230861,0.015031507,0.026856822,0.01607466,0.01607466,0.067781503
0.02417871,0.024107541,0.014039675,0.023726588,0.032019996,0.023726588,0.023866237,0.033195484,0.028335056,0.03081586,0.034761495,0.028921893,0.030894229,0.027788103,0.026346328,0.042606776,0.042606776,0.044282123
0.061656229,0.063099728,0.056386584,0.05246305,0.053327579,0.05246305,0.062612811,0.054027292,0.045824259,0.055846543,0.06129002,0.06488328,0.066243677,0.050656513,0.062636145,0.061525248,0.061525248,0.076792861
0.051867111,0.045752861,0.050796072,0.054292317,0.059266659,0.054292317,0.047962658,0.047255091,0.057823254,0.049401389,0.055629516,0.049550502,0.049715192,0.048585095,0.057812658,0.061354234,0.061354234,0.080660141
0.006389665,0.009859459,0.008869803,0.007458272,0.009759814,0.007458272,0.009794207,0.010483825,0.011048667,0.011456306,0.008152602,0.008511713,0.009523853,0.008064355,0.012619026,0.015519997,0.015519997,0.01437226
0.001509091,0.004663757,0.003992292,0.00574955,0.005038911,0.00574955,0.012120963,0.005003849,0.007428416,0.008869087,0.006187483,0.001983194,0.010165669,0.007626332,0.004778758,0.008870071,0.008870071,0.008023321
0.020659779,0.029127446,0.031391398,0.02298285,0.024680266,0.02298285,0.050079041,0.039666166,0.025215141,0.033434129,0.034065242,0.031288141,0.039770804,0.037195872,0.05313241,0.070122521,0.070122521,0.027441233
0.052610529,0.046702377,0.0349684,0.042296498,0.048465778,0.042296498,0.054743419,0.050481828,0.044471044,0.043392357,0.061957244,0.045380894,0.04552334,0.046273598,0.068928649,0.060961169,0.060961169,0.081840787
0.001845873,0.004931413,0.008367558,0.010515571,0.005598517,0.010515571,0.017680375,0.010219283,0.017881262,0.029251701,0.020335775,0.005981136,0.022167659,0.003319172,0.019224906,0.033643251,0.033643251,0.014010989
0.008480565,0.015342971,0.005168409,0.052101262,0.064895971,0.052101262,0.084375,0.020558176,0.023935389,0.056475584,0.050632911,0.013580247,0.040811287,0.056406709,0.082947175,0.170464623,0.170464623,0.041618497
0.032297184,0.030099309,0.032496166,0.032757684,0.028306577,0.032757684,0.030959396,0.034006728,0.032494985,0.033249158,0.034898132,0.033920342,0.027895437,0.035205281,0.036300813,0.042590721,0.042590721,0.038358849
0.029585677,0.028844857,0.027892311,0.024353578,0.033211909,0.024353578,0.021480807,0.03556983,0.028591411,0.034168404,0.036305119,0.031342013,0.036781492,0.034659004,0.035620517,0.041926874,0.041926874,0.029922951
0.016287902,0.014413995,0.026131189,0.024244008,0.022644013,0.024244008,0.023874842,0.019217691,0.020892627,0.020167844,0.025345716,0.020659991,0.027734281,0.017480405,0.030575106,0.034950767,0.034950767,0.025660391
0.021695024,0.016768659,0.018245594,0.022849332,0.02665861,0.022849332,0.016455671,0.024447451,0.026578299,0.017788547,0.023527342,0.025937915,0.020464415,0.025760279,0.033316173,0.047864403,0.047864403,0.030679104
0.003788821,0.004953349,0.005594183,0.007206595,0.007222539,0.007206595,0.009181373,0.005703732,0.006710004,0.008519278,0.009868944,0.005902168,0,0.007226902,0.006902053,0.013995742,0.013995742,0.008022384
0.018271635,0.020037583,0.021720078,0.021603526,0.017131917,0.021603526,0.046662908,0.016563147,0.024169832,0.029311847,0.026448787,0.03084742,0.022195612,0.022862376,0.031488181,0.044790967,0.044790967,0.038822751
0.007496073,0.006900935,0.004548207,0.010814779,0.011999657,0.010814779,0.021725249,0.007147301,0.012530706,0.021842761,0.011338745,0.014343822,0.017828581,0.008546771,0.027507541,0.050492059,0.050492059,0.017154314
0.005961294,0.011325548,0.011355969,0.009727652,0.014959376,0.009727652,0.019561949,0.010834383,0.011041143,0.012735699,0.016494702,0.007545487,0,0.015343456,0.018431639,0.021943436,0.021943436,0.01628771
0.001287181,0.000859602,0.001054639,0.000665155,0.00153386,0.000665155,0.001221874,0.00207448,0.002020282,0.002411492,0.00041635,0.001793859,0.001796667,0.000935251,0.001836283,0.002288405,0.002288405,0.001482408
0.010620604,0.005946305,0.008976834,0.012711406,0.013428234,0.012711406,0.015477666,0.012099348,0.016167435,0.032640286,0.013068259,0.00869165,0.010314602,0.015695829,0.015241791,0.060923643,0.060923643,0.015212418
0,0.001286008,0.000649351,0.001843057,0.001030522,0.001843057,0,0.000362188,0.002057613,0.000711744,0.00075188,0.002978225,0.001781327,0.00105042,0.001681287,0.003527167,0.003527167,0.003984465
0.089429445,0.056303137,0.067451057,0.102344335,0.114551398,0.102344335,0.089675325,0.09601597,0.063168781,0.112013042,0.096048122,0.074538171,0.110589288,0.087128864,0.110702551,0.135569783,0.135569783,0.162401861
0.006128508,0.01417812,0.007332159,0.01119161,0.012207977,0.01119161,0.038247191,0.019992168,0.01174436,0.045244402,0.023947103,0.011277131,0,0.021722009,0.045354804,0.09066909,0.09066909,0.062435142
0.004748525,0.005866695,0.004266365,0.005146833,0.009677601,0.005146833,0.007332732,0.007401318,0.006474232,0.013730152,0.009681719,0.006581379,0.010874079,0.003950836,0.008922633,0.020742001,0.020742001,0.010370374
0.016929843,0.011670208,0.01876148,0.019666808,0.021125691,0.019666808,0.017627478,0.025810471,0.03045499,0.024880019,0.014557614,0.014749221,0.02629204,0.02030496,0.022114739,0.041773448,0.041773448,0.027766371
0.002049538,0.003969073,0.004019691,0.002381265,0.00286115,0.002381265,0.007588841,0.003585102,0.003651433,0.005386928,0.014640789,0.003825039,0,0.003409808,0.007235236,0.009853015,0.009853015,0.019129231
0.003960946,0.00412014,0.002154718,0.005459439,0.010042735,0.005459439,0.014539517,0.007841945,0.006788004,0.027794912,0.009261686,0.008220809,0,0.010238528,0.021793434,0.038192836,0.038192836,0.026867754
0.000963719,0.000251383,0.000714541,0.000948963,0,0.000948963,0.000610106,0.001087703,0.001547438,0.000866115,0.000748365,0.00157307,0,0.000306373,0.002038927,0.001321697,0.001321697,0.002918193
0.007117192,0.002997489,0.00524896,0.005716996,0.008718459,0.005716996,0.007581742,0.006275345,0.004713172,0.004036827,0.006618826,0.008880696,0.012488563,0.007059021,0.018595429,0.014742521,0.014742521,0.009868508
0.001153084,0.001351723,0.003185257,0.002716403,0.002962411,0.002716403,0.002756609,0.003490807,0.002944689,0.003570873,0.002226873,0.002915293,0.003912623,0.002907682,0.002047324,0.008939105,0.008939105,0.010442838
0.056166393,0.04567519,0.065095587,0.04772973,0.066314287,0.04772973,0.050508848,0.073735986,0.061960105,0.075271699,0.072110389,0.075314762,0.049778112,0.04337983,0.086448343,0.058245632,0.058245632,0.101569355
0.00133952,0.003503531,0.001573478,0.000892133,0.002034339,0.000892133,0.006835938,0.005113872,0.004672122,0.015201389,0.016415168,0.003853535,0.01076882,0.004664723,0.016839541,0.022000438,0.022000438,0.003515625
0.000617733,0.000590624,0.000844182,0.002056844,0.001956135,0.002056844,0.001095571,0.000661479,0.001007822,0.000472904,0.001805113,0.001526341,0.00166006,0.001050582,0.000786325,0.002324731,0.002324731,0.003878695
0.045934136,0.045059288,0.044306395,0.042769532,0.048689211,0.042769532,0.067204315,0.041914982,0.040570541,0.052992303,0.041775464,0.051316227,0.039633092,0.050045647,0.051514268,0.04538018,0.04538018,0.050154548
0.005520952,0.002631189,0.007016299,0.018873544,0.023370125,0.018873544,0.017487119,0.003868656,0.019870553,0.022462073,0.013469385,0.010792889,0.009274831,0.014586839,0.009996723,0.04328587,0.04328587,0.018120397
0.001660077,0.001686388,0.00090756,0.001023973,0.000104668,0.001023973,0.001729497,0.002312783,0.001580975,0.001576257,0.001465201,0.0016486,0,0.002572119,0.00080069,0.001865007,0.001865007,0.00279014
0.000348211,0.00237274,0.002270797,0.005126915,0.00230659,0.005126915,0.003913506,0.003113823,0.006223504,0.002440692,0.004095266,0.002522467,0.003225435,0.002762172,0.002880342,0.004425488,0.004425488,0.006475714
0.018378121,0.014417469,0.015366162,0.021425116,0.021231721,0.021425116,0.015288446,0.014300567,0.020043551,0.023878648,0.011251417,0.021853869,0.018640441,0.006139997,0.023566006,0.026213641,0.026213641,0.019202388
0.00443703,0.008213291,0.005204257,0.008918965,0.015805962,0.008918965,0.031008775,0.008349856,0.007505325,0.012132828,0.006215192,0.007363826,0,0.019381702,0.020809595,0.052298227,0.052298227,0.014519678
0.007449817,0.005528715,0.006942411,0.011702181,0.012434901,0.011702181,0.019890636,0.01213161,0.017024282,0.018639429,0.018883789,0.008915703,0.02342796,0.018751811,0.021378981,0.026600351,0.026600351,0.020676325
0.003510379,0.009420937,0.007117057,0.010727796,0.013293316,0.010727796,0.027104798,0.007914683,0.010424981,0.00866057,0.008559594,0.008650924,0,0.007724854,0.017881051,0.033197289,0.033197289,0.012425885
0.033598491,0.031093292,0.030539513,0.029215478,0.035210837,0.029215478,0.029417498,0.039868624,0.037867604,0.029989349,0.035281457,0.033570645,0.033396751,0.034829243,0.045491444,0.042777195,0.042777195,0.032058886
