A.19078,A.19312,A.19332,B.15012,B.15076,B.15096,C.11064,C.11070,C.11425,D.07042,D.07418,D.07428,E.03072,E.03094,E.03098,F.98314,F.98372,F.98398
0.051903918,0.064399175,0.071338342,0.051702431,0.050048847,0.051702431,0.060390515,0.058402201,0.059226613,0.056124284,0.065195081,0.067810651,0.077383343,0.063079874,0.061982307,0.098355625,0.098355625,0.070926981
0.012114222,0.011575001,0.014057501,0.016120843,0.020221388,0.016120843,0.015107715,0.016159306,0.016882349,0.023940665,0.016107528,0.01479096,0.021064704,0.017938283,0.017604754,0.026888481,0.026888481,0.018009531
0.00170765,0.003953185,0.005054155,0.008191682,0.015685662,0.008191682,0.013721881,0.026524221,0.01369846,0.010132568,0.02149102,0.005948542,0.011635851,0.008865219,0.034293235,0.054346987,0.054346987,0.032229135
0.062321893,0.057357671,0.060276186,0.079295941,0.05815333,0.079295941,0.045734789,0.065609128,0.086866935,0.078742888,0.078724727,0.053735389,0.059418318,0.066222737,0.05358707,0.077203956,0.077203956,0.072516927
0.036075965,0.048306755,0.037045843,0.039211766,0.049557986,0.039211766,0.053357605,0.04597029,0.037151599,0.032677416,0.042957351,0.054292632,0.042325357,0.0380307,0.042957726,0.050151733,0.050151733,0.055105148
0.005094685,0.00722273,0.008531419,0.008782807,0.011128164,0.008782807,0.042281879,0.006056667,0.013957736,0.017226345,0.018320609,0.009341771,0.015671614,0.00719407,0.013948364,0.031929221,0.031929221,0.029691877
0.00406825,0.005834722,0.006383181,0.005157202,0.004678514,0.005157202,0.006534343,0.008153469,0.006774807,0.009656452,0.011238028,0.004793112,0,0.009246643,0.011616681,0.014477987,0.014477987,0.009946906
0.003407698,0.00596641,0.004867585,0.003804672,0.003932087,0.003804672,0.006151218,0.00712648,0.007121815,0.009080823,0.010255331,0.005225777,0,0.008101914,0.013301146,0.015671302,0.015671302,0.011975953
0.001043555,0.002372634,0.002158513,0.003036414,0.00498539,0.003036414,0.004084291,0.005160549,0.004002094,0.005684931,0.011396615,0.008733557,0,0.003924652,0.007039434,0.01233263,0.01233263,0.008951594
0.007622877,0.006457161,0.0054777,0.00643872,0.010329565,0.00643872,0.010819615,0.009560615,0.004835879,0.006236207,0.007206619,0.005135212,0,0.010832547,0.009635627,0.02180881,0.02180881,0.009401113
0.046878193,0.049352629,0.041239997,0.050422453,0.048258163,0.050422453,0.052156634,0.051545218,0.040632616,0.045925011,0.043663358,0.049125937,0.050429999,0.046357718,0.043678322,0.051002336,0.051002336,0.052636272
0.007651712,0.009738768,0.009788514,0.009069404,0.007063491,0.009069404,0.012719623,0.012267176,0.015599667,0.014444561,0.011331379,0.011575884,0.013945748,0.010760602,0.024150458,0.022344091,0.022344091,0.008306703
0.004191828,0.006287202,0.00391466,0.000673854,0.005753937,0.000673854,0.00356886,0.004413764,0.006351083,0.000978474,0.009671373,0.006176654,0.008568687,0.013432836,0.009399008,0.026707652,0.026707652,0.006741259
0.006553119,0.00781611,0.009160087,0.013045165,0.013831477,0.013045165,0.011716223,0.008697242,0.011408292,0.010849605,0.010846942,0.013528745,0,0.005905464,0.024290647,0.020860456,0.020860456,0.017362605
0.038783054,0.05043633,0.058641347,0.059240005,0.077467254,0.059240005,0.0627422,0.082851115,0.0498593,0.065539238,0.071589992,0.068057239,0.071736943,0.053292646,0.095722962,0.101885353,0.101885353,0.09012987
0.00211808,0.004109733,0.001890994,0.003385139,0.005691239,0.003385139,0.016292674,0.003369041,0.006848994,0.005179614,0.005732379,0.003135042,0.013588326,0.009467899,0.005428509,0.020142931,0.020142931,0.01302072
0.008178931,0.010714923,0.008224865,0.012771534,0.011198007,0.012771534,0.01483879,0.007394543,0.00701117,0.008226891,0.008284107,0.011138921,0.02134357,0.007832598,0.015435188,0.018765816,0.018765816,0.012676519
0.009782726,0.009241091,0.009237737,0.010755388,0.014975868,0.010755388,0.019858316,0.008118102,0.012104057,0.021521025,0.019399226,0.016205284,0.041309357,0.030818808,0.017798977,0.028630399,0.028630399,0.040408597
0.001419102,0.003484442,0.001443508,0.017675344,0.010424082,0.017675344,0.005919312,0.005883624,0.006358025,0.01524024,0.007402846,0.010427848,0.005203593,0.007487923,0.034727478,0.049986791,0.049986791,0.033003953
0.006289386,0.004921495,0.005444598,0.007011532,0.005961978,0.007011532,0.010063669,0.008587443,0.008398453,0.008820282,0.009102114,0.008577415,0.017776267,0.005680677,0.007592878,0.014844692,0.014844692,0.008402015
0.001621693,0.00170016,0.000570386,0.000282965,0.001748252,0.000282965,0.000852079,0.001563328,0.001391466,0.000453515,0,0.001995056,0.002614748,0.00100869,0.001191901,0.003807369,0.003807369,0.000900901
0.003616772,0.003232031,0.002318344,0.002465032,0.002952954,0.002465032,0.00347242,0.004007507,0.003182123,0.003772815,0.00206251,0.004143986,0.003806898,0.002573843,0.003957989,0.008480386,0.008480386,0.00402479
0.040788139,0.041031606,0.041432663,0.035799933,0.043284341,0.035799933,0.04425207,0.042107013,0.046223289,0.042612338,0.041579928,0.041488148,0.042314701,0.040392287,0.050834822,0.042365557,0.042365557,0.053054847
0.010967701,0.012849689,0.009598455,0.014246768,0.017934698,0.014246768,0.024816019,0.013021435,0.017782444,0.016036372,0.018994087,0.016702791,0,0.021505554,0.030653711,0.036657969,0.036657969,0.022798649
0.006997571,0.010302986,0.008560704,0.011034393,0.014328638,0.011034393,0.018011065,0.010658169,0.011009974,0.010648758,0.01787398,0.008496019,0,0.01616902,0.012642121,0.033402299,0.033402299,0.022087585
0.01418098,0.012997496,0.011209224,0.034429825,0.005087015,0.034429825,0.032710623,0.019589491,0.064015152,0.018640351,0.030392157,0.007158268,0.050953757,0.021441998,0.018322981,0.050208689,0.050208689,0.017872321
0.0015581,0.000856204,0.000915827,0.000763827,0.00167447,0.000763827,0.001541199,0.001941021,0.001875787,0.001150014,0.001849848,0.001577695,0.001995687,0.001564159,0.001827752,0.002418174,0.002418174,0.003144823
0.005767173,0.009902878,0.008320827,0.008142669,0.012235553,0.008142669,0.009602392,0.008014262,0.00763591,0.016594243,0.010767287,0.008082688,0.009294223,0.00498806,0.015452322,0.030599087,0.030599087,0.018360169
0.005159644,0.026395302,0.00891165,0.021496775,0.019795477,0.021496775,0.003836559,0.018740813,0.015027671,0.005602375,0.014762521,0.014889318,0.01971874,0.018902328,0.008763559,0.017622915,0.017622915,0.021768743
0.007031495,0.007138775,0.00811079,0.008396495,0.009642635,0.008396495,0.015722992,0.009346647,0.010978994,0.005929961,0.012897267,0.013453773,0,0.006018361,0.018674718,0.021906279,0.021906279,0.015078669
0.000237417,0.000949127,0.000931677,0.001262626,0.00196793,0.001262626,0,0.001071123,0.001885831,0.001201923,0.000635234,0.003478981,0.002615513,0.002513657,0.002450243,0.008672065,0.008672065,0.003401361
0.000579031,0.001344497,0.000723644,0.001569452,0.000594122,0.001569452,0.000673854,0.000980813,0.001734412,0.001071935,0.001449735,0.000985372,0.001876311,0.001602564,0.001000426,0.001381522,0.001381522,0.002102973
0.012885934,0.01615569,0.010029296,0.016230778,0.011416139,0.016230778,0.024508385,0.028798303,0.022685302,0.024704018,0.020072956,0.015448299,0.027372068,0.027736324,0.02918747,0.04068976,0.04068976,0.045574068
0.030720731,0.023745089,0.026350729,0.03187997,0.032447499,0.03187997,0.02781318,0.02335386,0.033329497,0.028885209,0.031672844,0.029690678,0.032603294,0.026445444,0.029792963,0.035747869,0.035747869,0.043914839
0.030794476,0.023635833,0.026682675,0.030160946,0.031390446,0.030160946,0.02637441,0.022536925,0.032527918,0.02792344,0.030762568,0.029762675,0.031975401,0.023957258,0.028374251,0.038070853,0.038070853,0.049011036
0.001529402,0.002269011,0.001063976,0.001696425,0.001854047,0.001696425,0.001498658,0.001927588,0.00549445,0.005055001,0.001818013,0.002983476,0.00229404,0.002683661,0.002122522,0.003479316,0.003479316,0.003478474
0.007545485,0.000944387,0.003122878,0.003084197,0.006086114,0.003084197,0.008898323,0.004114218,0.002494658,0.007083449,0.007460735,0.003127461,0.013401415,0.001890892,0.011121972,0.023225994,0.023225994,0.014748125
0.001056338,0,0.001085069,0.000921376,0.0010585,0.000921376,0,0.001725589,0.001443001,0,0.000859107,0.001335926,0.001395173,0,0.002090909,0.001851298,0.001851298,0.003252045
0.028681861,0.027198197,0.018163715,0.040261381,0.034961046,0.040261381,0.027525594,0.032841904,0.034721093,0.029441612,0.038819785,0.03007569,0.03414991,0.026646384,0.047378954,0.041746226,0.041746226,0.046301825
0.033470418,0.031633912,0.046295309,0.040712854,0.039196461,0.040712854,0.040816605,0.0360978,0.042616562,0.036103612,0.039522227,0.035880746,0.036115842,0.039346621,0.037439902,0.052485185,0.052485185,0.051814941
0.012728719,0.016325152,0.013199139,0.016211086,0.016401731,0.016211086,0.012821828,0.013967533,0.015655946,0.019213827,0.014271426,0.013685087,0.012524319,0.016089209,0.014880092,0.018704782,0.018704782,0.021490336
0.004264237,0.002689864,0.003755079,0.005902312,0.002136442,0.005902312,0.003672032,0.004772986,0.00393478,0.007302601,0.005488136,0.003344915,0.003998663,0.005824852,0.009091052,0.016554491,0.016554491,0.003736024
0.001119691,0.000282725,0.001426394,0.000871075,0.001154774,0.000871075,0.00051573,0.000666173,0.002178318,0.002089286,0.000802139,0.001287001,0.001327474,0.001170569,0.001465376,0.004606249,0.004606249,0.002350427
0.000753864,0.001331019,0.001385042,0.001989267,0.003683083,0.001989267,0.000584795,0.004371585,0.00335388,0.001101322,0.009174312,0.002810781,0,0.001441753,0.00645529,0.005926369,0.005926369,0.006062838
0.00485297,0.006004612,0.002970808,0.004095796,0.006966794,0.004095796,0.010127402,0.003773436,0.005376465,0.005359822,0.006307333,0.005763099,0.007383305,0.004784511,0.006952488,0.006312022,0.006312022,0.013403799
0.000544016,0.001152482,0.001672484,0.00146789,0.001810083,0.00146789,0,0.000600137,0.001829268,0.001146789,0.006200251,0.002862778,0.001681537,0.001604938,0.008153352,0.004986293,0.004986293,0.013654485
0.00905311,0.008869397,0.006948433,0.008707091,0.007886127,0.008707091,0.00893658,0.007747826,0.014506061,0.008914823,0.009182628,0.009435635,0.010530127,0.006183214,0.013903917,0.013546351,0.013546351,0.013059469
0.009764665,0.009102976,0.005401174,0.007059529,0.008749954,0.007059529,0.014021014,0.008613287,0.009062006,0.011172835,0.009856683,0.010183523,0.009276323,0.008828356,0.0128915,0.00982895,0.00982895,0.012477947
0.018401498,0.016199256,0.019745142,0.022125464,0.024603432,0.022125464,0.024733609,0.023059962,0.022846503,0.025251322,0.025298575,0.024029559,0.036391313,0.011447612,0.034142256,0.04065986,0.04065986,0.02947581
0.022699375,0.02205762,0.025103319,0.028139212,0.02752264,0.028139212,0.042140513,0.025511051,0.032761121,0.026788124,0.043886653,0.064792355,0,0.040026783,0.058621501,0.082980585,0.082980585,0.058948801
0.001212843,0.001980778,0.002495764,0.002442528,0.013260803,0.002442528,0.053302051,0.009136331,0.009291768,0.007863322,0.026158278,0.009705985,0,0.012398282,0.053941651,0.055722214,0.055722214,0.040542921
0.007125654,0.009595979,0.009803622,0.006659683,0.009737143,0.006659683,0.019071282,0.011332666,0.012184852,0.012603298,0.018932933,0.011389005,0,0.012952218,0.015083743,0.026568782,0.026568782,0.019057499
0.000154517,0.000764526,0.001714538,0.001748883,0.001104849,0.001748883,0.002618182,0.002430556,0,0.00240991,0.001142341,0.000865801,0.001575109,0.000960735,0.000621427,0.001830364,0.001830364,0.001700766
0.002754735,0.002652385,0.003513772,0.002091498,0.003640136,0.002091498,0.009623192,0.005614296,0.005895916,0.007247035,0.006136086,0.002509166,0,0.008708711,0.017135598,0.01818098,0.01818098,0.003457385
0.017300234,0.020883425,0.015910809,0.021858346,0.013009752,0.021858346,0.018239796,0.022781065,0.024996403,0.017305459,0.021650533,0.017492589,0.023087212,0.015644038,0.021141273,0.030352076,0.030352076,0.03383771
0.01574454,0.010181082,0.013664284,0.012809058,0.01321087,0.012809058,0.014022992,0.009857735,0.015227401,0.015074086,0.012424624,0.012253571,0.012416901,0.012968754,0.013850737,0.012031614,0.012031614,0.014974371
0.017748135,0.019858069,0.014669513,0.009497192,0.020382446,0.009497192,0.023072642,0.013657783,0.016869365,0.023830173,0.017797302,0.021191031,0.012828657,0.017984751,0.024142902,0.038155988,0.038155988,0.022680193
0.000427361,0.000999765,0.001164875,0.002285952,0.002066214,0.002285952,0,0.002288732,0.001452689,0.00170068,0.001060013,0.001856649,0,0.001937984,0.001522758,0.004151648,0.004151648,0.006330148
0.004401444,0.002056955,0.00158528,0.0054491,0.00366555,0.0054491,0.009618768,0.00384187,0.002891563,0.005722969,0.006072258,0.005611653,0.004180418,0.000800711,0.008799528,0.005947304,0.005947304,0.007985581
0.011162294,0.011062053,0.008922006,0.011297678,0.017375764,0.011297678,0.004281346,0.017013487,0.012240777,0.019121013,0.016353227,0.014041582,0.019145721,0.007986111,0.024973291,0.029060698,0.029060698,0.016347716
0.001549753,0.001893511,0.000535503,0.002383783,0.003065679,0.002383783,0.002280476,0.003952212,0.001502127,0.002407457,0.005439089,0.001780415,0,0.00095943,0.006607023,0.008120479,0.008120479,0.006597512
0.006180044,0.002465585,0.001155376,0.003985001,0.011357868,0.003985001,0.018044733,0.006026206,0.006376089,0.011584426,0.017105263,0.004183925,0.012593537,0.008621216,0.021410366,0.031879947,0.031879947,0.005973054
0.002632042,0.002738942,0.001693463,0.00323442,0.00385796,0.00323442,0.007723814,0.003794921,0.00577709,0.003448276,0.001451866,0.004797835,0,0.002890439,0.003388377,0.012397885,0.012397885,0.001757188
0.000838525,0.000740291,0.001474026,0.001732498,0.001531238,0.001732498,0.000715859,0.001985712,0.001436782,0.002167507,0.001966563,0.000937555,0,0.002089244,0.00219834,0.002237577,0.002237577,0.001836361
0.009660538,0.008786962,0.008587612,0.010430926,0.01200812,0.010430926,0.016528649,0.008511414,0.010915266,0.013233456,0.016504158,0.010914172,0.013950139,0.01063861,0.014235682,0.023132621,0.023132621,0.014513556
0.000655201,0.003314621,0.000889134,0.002618159,0.002314428,0.002618159,0.004488629,0.00240632,0.00437101,0.007223443,0.002939447,0.003027293,0.001457733,0.010677684,0.007793376,0.017341384,0.017341384,0.011660207
0.010151918,0.006739152,0.005806933,0.009271709,0.013317291,0.009271709,0.022353348,0.013300725,0.010119265,0.011230429,0.009189727,0.010675395,0.01415186,0.015719753,0.012027824,0.049383196,0.049383196,0.02528793
0.000494827,0.002059062,0.001175917,0.001034655,0.002525487,0.001034655,0.002051915,0.001535971,0.002142133,0.00439409,0.001878824,0.001364348,0.001943427,0.000764596,0.003049144,0.006268884,0.006268884,0.001686374
0.004819637,0.00914787,0.00409279,0.004286759,0.008886751,0.004286759,0.010952381,0.007290437,0.005,0.008622503,0,0.00959596,0.004208754,0.00362069,0.01469212,0.015070598,0.015070598,0.009747518
0.009623543,0.010692861,0.010420743,0.015350748,0.011833214,0.015350748,0.011067077,0.013602717,0.01742769,0.022564164,0.013463432,0.01634485,0.020354078,0.011921244,0.017713712,0.035026407,0.035026407,0.031680656
0.006613431,0.00923275,0.006288641,0.016379412,0.013039893,0.016379412,0.047493594,0.021996073,0.022194342,0.034153566,0.030222312,0.015424445,0.017037326,0.027736565,0.04402825,0.061570968,0.061570968,0.041217542
0.003178157,0.006971369,0.003060705,0.00412785,0.008479378,0.00412785,0.004601247,0.005155731,0.004479303,0.002035204,0.005967775,0.004731083,0.005540698,0.003887292,0.003787879,0.006676426,0.006676426,0.011002093
0.013530246,0.023967314,0.018010098,0.016488087,0.019437528,0.016488087,0.026592282,0.024541216,0.026875902,0.026076943,0.034496988,0.027062479,0.028372706,0.020188397,0.028541338,0.034018935,0.034018935,0.041759785
0.044679654,0.018101343,0.023002503,0.038163959,0.044252265,0.038163959,0.027892845,0.027174976,0.036954573,0.023644032,0.026818512,0.040209612,0.03743866,0.033079421,0.034370748,0.044107966,0.044107966,0.042048665
0.007317705,0.010311215,0.006394558,0.005746057,0.011605579,0.005746057,0.020744633,0.002753312,0.015490071,0.00601945,0.014328757,0.006767861,0,0.006393655,0.012465559,0.028310041,0.028310041,0.034260408
0.000543142,0.003577125,0.001760057,0.002074782,0.003166449,0.002074782,0.004723657,0.002447552,0.003367347,0.003257329,0.007598559,0.007809732,0.007235322,0.008517377,0.023249809,0.018727143,0.018727143,0.014487179
0.001520626,0.002617751,0.000810904,0.001650943,0.005278582,0.001650943,0.007347887,0.004757829,0.012298712,0.006736944,0.003483022,0.002487868,0,0.001993913,0.010374175,0.007228994,0.007228994,0.015440609
0.004585697,0.004121372,0.006090894,0.007689331,0.008388951,0.007689331,0.018560542,0.00876137,0.007403944,0.008749108,0.011109999,0.004883281,0.010038763,0.006476394,0.00758986,0.00982626,0.00982626,0.012752615
0.010424929,0.014277359,0.010996987,0.013046314,0.017521086,0.013046314,0.02572327,0.017229101,0.023445248,0.01566703,0.025069348,0.011857063,0,0.024554922,0.034428903,0.063190915,0.063190915,0.038613256
0.009588408,0.006526343,0.007363677,0.00611642,0.0079685,0.00611642,0.008316487,0.008283414,0.013972198,0.007916383,0.010497778,0.007681201,0.010418354,0.006457066,0.007756091,0.010985632,0.010985632,0.018166389
0.039923179,0.041084725,0.040424854,0.048689283,0.035549419,0.048689283,0.045853089,0.052266903,0.047825024,0.055204143,0.061978061,0.063812512,0.054592753,0.052335636,0.039354765,0.069160806,0.069160806,0.050801703
0.035477585,0.037917458,0.037087531,0.043759082,0.031580719,0.043759082,0.040877252,0.047762268,0.042623299,0.05022934,0.054838217,0.061913715,0.051304033,0.049882175,0.039523656,0.069472202,0.069472202,0.0491002
0.017522087,0.02742922,0.028262761,0.030851561,0.028334,0.030851561,0.026730698,0.027866462,0.042157727,0.042328516,0.020635091,0.031255346,0.033511871,0.0312373,0.034268622,0.047992222,0.047992222,0.030775178
0.014126995,0.011331439,0.008878562,0.012178225,0.012314691,0.012178225,0.014214918,0.01102873,0.014609666,0.016029672,0.012846836,0.009640062,0,0.013703708,0.027898403,0.020831206,0.020831206,0.018842866
0.00154992,0.0024344,0.003672828,0.004151414,0.006709927,0.004151414,0.007421385,0.000931613,0.005406158,0.009749197,0.007801642,0.00729343,0,0.00642341,0.010978306,0.024710945,0.024710945,0.010302733
0.023766236,0.024202143,0.015654956,0.019210521,0.020808612,0.019210521,0.037286357,0.020757065,0.018630844,0.01816622,0.020481828,0.018997136,0.026688266,0.014228128,0.01871935,0.038711354,0.038711354,0.029359103
0.020121162,0.022559788,0.02026644,0.06794733,0.028673499,0.06794733,0.024736842,0.063656678,0.01958042,0.056067509,0.046361341,0.03321056,0.026251497,0.026243461,0.061451247,0.083843233,0.083843233,0.032
0.001688455,0.003643469,0.002572428,0.006535526,0.005661572,0.006535526,0.021780558,0.01416976,0.008284775,0.002926297,0.018913721,0.002213868,0,0.001415344,0.022784353,0.04946753,0.04946753,0.039648255
0.010002658,0.009156352,0.006683349,0.010398603,0.006903967,0.010398603,0.011255957,0.010982823,0.009698771,0.013760046,0.010044528,0.012456855,0.017710491,0.008023767,0.009036695,0.025410841,0.025410841,0.01451443
0.009322258,0.009218751,0.013197398,0.013639151,0.010592508,0.013639151,0.021766935,0.013537448,0.022908302,0.018846343,0.015856246,0.009665355,0.019269484,0.011043942,0.025446639,0.035549232,0.035549232,0.021477401
0.004156317,0.003114973,0.004427197,0.00796397,0.004920296,0.00796397,0.004104452,0.006988693,0.008497405,0.006577196,0.008855024,0.006489961,0.01291824,0.008295339,0.027743537,0.028208622,0.028208622,0.024060648
0.000642353,0.002774494,0.001665697,0.000522042,0.000516717,0.000522042,0.002956081,0.001827874,0.003346696,0.002286059,0,0.000628931,0,0.001167076,0.002558959,0.003338297,0.003338297,0.003100571
0.020940461,0.017891985,0.023816865,0.014487241,0.028973218,0.014487241,0.026417738,0.022718045,0.034701981,0.039851657,0.022257284,0.02554524,0,0.022113554,0.038909947,0.069342043,0.069342043,0.048421137
0.026080756,0.03476077,0.030241113,0.033718066,0.042108145,0.033718066,0.037336592,0.025151257,0.03672954,0.039280152,0.044082854,0.030218775,0.036624504,0.032091456,0.046366953,0.049655928,0.049655928,0.045336708
0.001976917,0.002297343,0.000794189,0.00530628,0.005498974,0.00530628,0.011751767,0.004843089,0.003978825,0.005579102,0.005914237,0.002601952,0,0.01209051,0.015951047,0.016638431,0.016638431,0.011514322
0.082611325,0.077731754,0.074205304,0.077649658,0.078930933,0.077649658,0.074579688,0.075884703,0.08567945,0.074890849,0.078205545,0.077212294,0.07199237,0.072343303,0.088573429,0.086389612,0.086389612,0.08069895
0.002216502,0.003454496,0,0.002591864,0.005163043,0.002591864,0.002173913,0.006880734,0.003426791,0.015476343,0.000514403,0.011107495,0.013741981,0,0.018179563,0.039105271,0.039105271,0.015615616
0.022345613,0.018330035,0.014515709,0.014879095,0.02342619,0.014879095,0.013463653,0.017002458,0.020895905,0.02040933,0.016337133,0.019972285,0.016570327,0.01941222,0.020651527,0.021064199,0.021064199,0.023975809
0.005340819,0.002225519,0.007098607,0.003607945,0.010430182,0.003607945,0.004924242,0.004349427,0.01605474,0.005275519,0.002368555,0.016049909,0.013615779,0.006467805,0.012430524,0.021706944,0.021706944,0.008060915
0.021358359,0.015284094,0.017630543,0.021514346,0.024221407,0.021514346,0.037584818,0.023095717,0.030969953,0.022734288,0.030076419,0.035507881,0.028844435,0.017032967,0.03271184,0.062834868,0.062834868,0.044815589
0.009438959,0.017210272,0.01401663,0.019803546,0.010880909,0.019803546,0.016478709,0.016104665,0.018029467,0.030360306,0.017652374,0.018487016,0,0.018838384,0.030336867,0.05350518,0.05350518,0.018674699
0.005971411,0.00633057,0.006959543,0.008929566,0.010004498,0.008929566,0.014056996,0.00984076,0.014601218,0.017844389,0.014032787,0.007640713,0,0.009636595,0.014362471,0.031874879,0.031874879,0.008532355
0.000670354,0.000726587,0.000619849,0.000852149,0.000853929,0.000852149,0.001289182,0.001383643,0.001207191,0.001469123,0.00122549,0.000490768,0,0.001145396,0.001478844,0.001728262,0.001728262,0.00180348
0.001284602,0.002289005,0.002343087,0.00180267,0.001736755,0.00180267,0.002148159,0.000807253,0.003863169,0.006219459,0.001058005,0.001149554,0.001196172,0.002638228,0.002064667,0.002127699,0.002127699,0.002438746
0.007586239,0.007562389,0.007745734,0.010126825,0.018813851,0.010126825,0.020767282,0.008756829,0.013415226,0.01568904,0.022578831,0.017394831,0.023768771,0.011328898,0.026610679,0.025416349,0.025416349,0.023692336
0.001748905,0.002520778,0.0026382,0.007892894,0.004227637,0.007892894,0.00872631,0.003367831,0.007679457,0.013819867,0.00379736,0.009606127,0,0.010986437,0.009522015,0.022420284,0.022420284,0.003973937
0.024614375,0.027890703,0.025037123,0.02472471,0.027538053,0.02472471,0.040491148,0.025282384,0.028573039,0.028549091,0.021342387,0.031274295,0.025475287,0.027003782,0.030113393,0.038962958,0.038962958,0.024450507
0.022875143,0.022405194,0.023064769,0.033191784,0.025870624,0.033191784,0.039918069,0.022156431,0.023745667,0.027987577,0.0257388,0.025824395,0.031012189,0.022332634,0.024946072,0.052275374,0.052275374,0.031203917
0.001570652,0.001816859,0.001478046,0.004926821,0.005457911,0.004926821,0.014771133,0.003875157,0.007920492,0.016969416,0.0162683,0.011342775,0.012368987,0.016349627,0.032686252,0.041217749,0.041217749,0.02317869
0.089213896,0.097208303,0.096595399,0.095811179,0.095808193,0.095811179,0.096188071,0.10837478,0.085733636,0.105002163,0.105035136,0.08719446,0.101089285,0.090830751,0.101497855,0.091149249,0.091149249,0.109956662
0.012298598,0.014647458,0.010737371,0.013584065,0.020350272,0.013584065,0.024911712,0.008530553,0.011957853,0.023806313,0.022558198,0.025005647,0.025350465,0.020391282,0.007832396,0.017005064,0.017005064,0.039085875
0.113050919,0.092319433,0.097538713,0.096321235,0.099695596,0.096321235,0.101564258,0.103980884,0.092846096,0.098905675,0.103086684,0.107395584,0.117995724,0.076011042,0.09365422,0.093048767,0.093048767,0.121531497
0.010145922,0.011210394,0.018078051,0.017113767,0.020162256,0.017113767,0.034192533,0.021330662,0.042472812,0.040317343,0.036521966,0.025735211,0,0.023885384,0.042602958,0.075140677,0.075140677,0.036664812
0.016356899,0.02239792,0.012208354,0.026020999,0.027917319,0.026020999,0.054350649,0.019379845,0.045873321,0.026045693,0.032767979,0.037341902,0.056169081,0.016116751,0.055038442,0.069703321,0.069703321,0.067657547
0.00866644,0.008349747,0.004702843,0.008552979,0.009055512,0.008552979,0.010237879,0.006156684,0.009656418,0.009725175,0.01351901,0.0071055,0,0.007240468,0.014709405,0.015351275,0.015351275,0.016531003
0.043814885,0.042982901,0.038175524,0.039919658,0.060597002,0.039919658,0.05127344,0.054819661,0.060270257,0.044270945,0.057937813,0.039958766,0.061080582,0.048193606,0.048069153,0.063447018,0.063447018,0.03749358
0.005657742,0.005314071,0.011352179,0.008766116,0.005322888,0.008766116,0.007419992,0.009342718,0.007513993,0.014507249,0.008441113,0.00931781,0.008039625,0.008557044,0.013509215,0.032818535,0.032818535,0.011841426
0.002235077,0.002749816,0.000846639,0.001535617,0.001686598,0.001535617,0.003509209,0.001233914,0.001791687,0.002181296,0.00139469,0.00068856,0.001660057,0.000940914,0.002942719,0.007377209,0.007377209,0.003117596
0.051153263,0.055568631,0.021369013,0.044147389,0.059069296,0.044147389,0.065342036,0.056387547,0.058946685,0.070624806,0.060378786,0.05050904,0.050295414,0.047926826,0.057491582,0.063316501,0.063316501,0.068654673
0.050877877,0.035042739,0.036343148,0.047352709,0.035426781,0.047352709,0.052930681,0.030195976,0.048512978,0.055793478,0.047301553,0.031381934,0.03758091,0.047314161,0.056847445,0.051562882,0.051562882,0.045009594
0.001111111,0.002648587,0.001321594,0.00146895,0.004343788,0.00146895,0.007047446,0.002478532,0.003448529,0.00838603,0.010900377,0.003317376,0,0.002310924,0.009515664,0.01986277,0.01986277,0.007508681
0.001115198,0.001308377,0.001701523,0.001628264,0.002400609,0.001628264,0.002535497,0.001584412,0.002639041,0.004746134,0.00360341,0.001285938,0.00544625,0.00034632,0.002324695,0.005280572,0.005280572,0.007464455
0.006716601,0.006943473,0.00480638,0.010018972,0.021989486,0.010018972,0.0132656,0.009565581,0.016158538,0.020979075,0.008946229,0.013389375,0,0.014533546,0.023372286,0.058636253,0.058636253,0.02199211
0.033751079,0.03670468,0.04717987,0.038088593,0.038861542,0.038088593,0.036518212,0.037998154,0.043337997,0.032657838,0.060850995,0.03804178,0.039493761,0.045978682,0.042872491,0.040192775,0.040192775,0.061246612
0.006812581,0.006392538,0.00568092,0.005153847,0.008065365,0.005153847,0.010527794,0.013403006,0.00992372,0.007889716,0.007954648,0.006957611,0.00904366,0.004887218,0.018749545,0.020899504,0.020899504,0.009707844
0.007727475,0.006899211,0.006824014,0.008507713,0.007442978,0.008507713,0.009068118,0.010570516,0.007597632,0.010511839,0.011574391,0.007062126,0.008845983,0.009260865,0.010957076,0.013179082,0.013179082,0.009605572
0.000968494,0.000982463,0.001091638,0.001178184,0.001391442,0.001178184,0.002142857,0.0025133,0.000392131,0.001547709,0.001558721,0.001996917,0,0.001945699,0.002652955,0.003074392,0.003074392,0.002152374
0.002136227,0.003037583,0.00035461,0.001532122,0.003249097,0.001532122,0.003383062,0.002477477,0.002762626,0.001628043,0.003618903,0.004872919,0.002318433,0.00140056,0.005205971,0.006173359,0.006173359,0.015833333
0.006703369,0.008448247,0.008207606,0.004919323,0.009707983,0.004919323,0.012060361,0.012424458,0.009441639,0.010660956,0.021429025,0.008880519,0.017446121,0.008469641,0.019631169,0.043277231,0.043277231,0.007950356
0.016884716,0.014325378,0.017895524,0.017872708,0.020420313,0.017872708,0.02570247,0.014667647,0.026499397,0.026045211,0.026137018,0.019291169,0.019737129,0.025833835,0.029923103,0.041760221,0.041760221,0.031879857
